"var","var_2","cor"
"5062","por_mora30_max1m12","por_mora_0_min1m12",-0.8378
"5063","por_mora30_max1m12","por_cal1234_max1m3",0.8709
"5064","por_mora30_max1m12","por_cal234_max1m12",0.9802
"5065","por_mora30_max1m12","por_cal1234_1m",0.8914
"5066","por_mora30_max1m12","calificacion_1m",0.8723
"5067","por_mora30_max1m12","frec_mora30_1m12",0.8381
"5068","por_mora30_max1m12","calificacion_max1m6",0.7683
"5069","por_mora30_max1m12","saldo_cal1234_1m",0.2766
"5070","por_mora30_max1m12","can_emp_1m",-0.3018
"5071","por_mora30_max1m12","edad",-0.0549
"5072","por_mora30_max1m12","frec_mora0_1m12",0.8208
"5073","por_mora30_max1m12","por_cal0_min1m12",-0.8196
"5074","por_mora30_max1m12","frec_calificacion_234_1m12",0.8569
"5075","por_mora30_max1m12","mora_max1m3",0.5863
"5076","por_mora30_max1m12","por_mora0_max1m3",0.8557
"5077","por_mora30_max1m12","saldo_mora0_max1m3",0.0863
"5078","por_mora30_max1m12","mora_1m",0.5892
"5079","por_mora30_max1m12","por_mora0_1m",0.8815
"5080","por_mora30_max1m12","saldo_mora0_1m",0.1487
"5081","por_mora30_max1m12","frec_calificacion_1234_1m12",0.8638
"5082","por_mora30_max1m12","disp_efectivo_max1m6",-0.1577
"5083","por_mora30_max1m12","por_uso_efectivo_max1m6",-0.1411
"5084","por_mora30_max1m12","linea_usada_max1m6",-0.2586
"5085","por_mora30_max1m12","calificacion_max1m12",0.9684
"5086","por_mora30_max1m12","linea_total_max1m6",-0.2898
"5087","por_mora30_max1m12","saldo_cal1234_max1m6",0.1087
"5088","por_mora30_max1m12","por_uso_linea_max1m6",-0.1179
"5089","por_mora30_max1m12","cv_saldo_1m12",-0.3248
"5090","por_mora30_max1m12","por_cal1234_max1m6",0.8657
"5091","por_mora30_max1m12","disp_efectivo_max1m12",-0.1956
"5092","por_mora30_max1m12","por_uso_efectivo_max1m12",-0.144
"5093","saldo_mora30_max1m12","frec_mora120_1m12",0.2472
"5094","saldo_mora30_max1m12","provision",0.1964
"5095","saldo_mora30_max1m12","frec_mora_0_1m12",-0.263
"5096","saldo_mora30_max1m12","frec_calificacion_34_1m12",0.2202
"5097","saldo_mora30_max1m12","saldo_cal234_max1m6",0.7727
"5098","saldo_mora30_max1m12","por_cal0_1m",-0.2524
"5099","saldo_mora30_max1m12","por_mora_0_1m",-0.2592
"5100","saldo_mora30_max1m12","frec_calificacion_4_1m12",0.1985
"5101","saldo_mora30_max1m12","por_cal234_max1m6",0.2895
"5102","saldo_mora30_max1m12","saldo_cal1234_max1m3",0.4203
"5103","saldo_mora30_max1m12","saldo_cal234_max1m12",0.9325
"5104","saldo_mora30_max1m12","por_mora_0_min1m12",-0.2795
"5105","saldo_mora30_max1m12","por_cal1234_max1m3",0.2408
"5106","saldo_mora30_max1m12","por_cal234_max1m12",0.3304
"5107","saldo_mora30_max1m12","por_cal1234_1m",0.2413
"5108","saldo_mora30_max1m12","calificacion_1m",0.2515
"5109","saldo_mora30_max1m12","frec_mora30_1m12",0.2911
"5110","saldo_mora30_max1m12","calificacion_max1m6",0.1908
"5111","saldo_mora30_max1m12","saldo_cal1234_1m",0.2804
"5112","saldo_mora30_max1m12","can_emp_1m",0.0946
"5113","saldo_mora30_max1m12","edad",0.0372
"5114","saldo_mora30_max1m12","frec_mora0_1m12",0.2975
"5115","saldo_mora30_max1m12","por_cal0_min1m12",-0.2765
"5116","saldo_mora30_max1m12","frec_calificacion_234_1m12",0.2529
"5117","saldo_mora30_max1m12","mora_max1m3",0.1443
"5118","saldo_mora30_max1m12","por_mora0_max1m3",0.2633
"5119","saldo_mora30_max1m12","saldo_mora0_max1m3",0.4539
"5120","saldo_mora30_max1m12","mora_1m",0.1417
"5121","saldo_mora30_max1m12","por_mora0_1m",0.2592
"5122","saldo_mora30_max1m12","saldo_mora0_1m",0.3256
"5123","saldo_mora30_max1m12","frec_calificacion_1234_1m12",0.2678
"5124","saldo_mora30_max1m12","disp_efectivo_max1m6",-0.0132
"5125","saldo_mora30_max1m12","por_uso_efectivo_max1m6",-0.0265
"5126","saldo_mora30_max1m12","linea_usada_max1m6",-0.0229
"5127","saldo_mora30_max1m12","calificacion_max1m12",0.3
"5128","saldo_mora30_max1m12","linea_total_max1m6",-0.0577
"5129","saldo_mora30_max1m12","saldo_cal1234_max1m6",0.5092
"5130","saldo_mora30_max1m12","por_uso_linea_max1m6",-0.0082
"5131","saldo_mora30_max1m12","cv_saldo_1m12",-0.1093
"5132","saldo_mora30_max1m12","por_cal1234_max1m6",0.26
"5133","saldo_mora30_max1m12","disp_efectivo_max1m12",-0.023
"5134","saldo_mora30_max1m12","por_uso_efectivo_max1m12",-0.0308
"5135","frec_mora120_1m12","provision",0.3054
"5136","frec_mora120_1m12","frec_mora_0_1m12",-0.4321
"5137","frec_mora120_1m12","frec_calificacion_34_1m12",0.9647
"5138","frec_mora120_1m12","saldo_cal234_max1m6",0.2535
"5139","frec_mora120_1m12","por_cal0_1m",-0.7804
"5140","frec_mora120_1m12","por_mora_0_1m",-0.8023
"5141","frec_mora120_1m12","frec_calificacion_4_1m12",0.9659
"5142","frec_mora120_1m12","por_cal234_max1m6",0.8301
"5143","frec_mora120_1m12","saldo_cal1234_max1m3",0.1428
"5144","frec_mora120_1m12","saldo_cal234_max1m12",0.2107
"5145","frec_mora120_1m12","por_mora_0_min1m12",-0.6431
"5146","frec_mora120_1m12","por_cal1234_max1m3",0.7873
"5147","frec_mora120_1m12","por_cal234_max1m12",0.7678
"5148","frec_mora120_1m12","por_cal1234_1m",0.8203
"5149","frec_mora120_1m12","calificacion_1m",0.7194
"5150","frec_mora120_1m12","frec_mora30_1m12",0.9814
"5151","frec_mora120_1m12","calificacion_max1m6",-0.1691
"5152","frec_mora120_1m12","saldo_cal1234_1m",0.2809
"5153","frec_mora120_1m12","can_emp_1m",-0.2232
"5154","frec_mora120_1m12","edad",0.0296
"5155","frec_mora120_1m12","frec_mora0_1m12",0.9381
"5156","frec_mora120_1m12","por_cal0_min1m12",-0.6079
"5157","frec_mora120_1m12","frec_calificacion_234_1m12",0.9565
"5158","frec_mora120_1m12","mora_max1m3",0.7208
"5159","frec_mora120_1m12","por_mora0_max1m3",0.763
"5160","frec_mora120_1m12","saldo_mora0_max1m3",0.1025
"5161","frec_mora120_1m12","mora_1m",0.7212
"5162","frec_mora120_1m12","por_mora0_1m",0.8023
"5163","frec_mora120_1m12","saldo_mora0_1m",0.1668
"5164","frec_mora120_1m12","frec_calificacion_1234_1m12",0.9404
"5165","frec_mora120_1m12","disp_efectivo_max1m6",-0.0895
"5166","frec_mora120_1m12","por_uso_efectivo_max1m6",-0.1202
"5167","frec_mora120_1m12","linea_usada_max1m6",-0.1785
"5168","frec_mora120_1m12","calificacion_max1m12",-0.1447
"5169","frec_mora120_1m12","linea_total_max1m6",-0.2004
"5170","frec_mora120_1m12","saldo_cal1234_max1m6",0.0929
"5171","frec_mora120_1m12","por_uso_linea_max1m6",-0.2255
"5172","frec_mora120_1m12","cv_saldo_1m12",-0.5511
"5173","frec_mora120_1m12","por_cal1234_max1m6",0.7508
"5174","frec_mora120_1m12","disp_efectivo_max1m12",-0.142
"5175","frec_mora120_1m12","por_uso_efectivo_max1m12",-0.156
"5176","provision","frec_mora_0_1m12",-0.1256
"5177","provision","frec_calificacion_34_1m12",0.3037
"5178","provision","saldo_cal234_max1m6",0.2429
"5179","provision","por_cal0_1m",-0.2752
"5180","provision","por_mora_0_1m",-0.2568
"5181","provision","frec_calificacion_4_1m12",0.2802
"5182","provision","por_cal234_max1m6",0.2724
"5183","provision","saldo_cal1234_max1m3",0.1706
"5184","provision","saldo_cal234_max1m12",0.1992
"5185","provision","por_mora_0_min1m12",-0.2025
"5186","provision","por_cal1234_max1m3",0.2701
"5187","provision","por_cal234_max1m12",0.244
"5188","provision","por_cal1234_1m",0.2905
"5189","provision","calificacion_1m",0.2394
"5190","provision","frec_mora30_1m12",0.3215
"5191","provision","calificacion_max1m6",-0.0627
"5192","provision","saldo_cal1234_1m",0.2863
"5193","provision","can_emp_1m",0.2886
"5194","provision","edad",-0.0429
"5195","provision","frec_mora0_1m12",0.3206
"5196","provision","por_cal0_min1m12",-0.1972
"5197","provision","frec_calificacion_234_1m12",0.3108
"5198","provision","mora_max1m3",0.0185
"5199","provision","por_mora0_max1m3",0.247
"5200","provision","saldo_mora0_max1m3",0.1241
"5201","provision","mora_1m",0.0197
"5202","provision","por_mora0_1m",0.2568
"5203","provision","saldo_mora0_1m",0.1656
"5204","provision","frec_calificacion_1234_1m12",0.3154
"5205","provision","disp_efectivo_max1m6",-0.0853
"5206","provision","por_uso_efectivo_max1m6",-0.04
"5207","provision","linea_usada_max1m6",-0.1023
"5208","provision","calificacion_max1m12",-0.0472
"5209","provision","linea_total_max1m6",-0.117
"5210","provision","saldo_cal1234_max1m6",0.1385
"5211","provision","por_uso_linea_max1m6",0.0164
"5212","provision","cv_saldo_1m12",-0.1799
"5213","provision","por_cal1234_max1m6",0.2482
"5214","provision","disp_efectivo_max1m12",-0.0977
"5215","provision","por_uso_efectivo_max1m12",-0.078
"5216","frec_mora_0_1m12","frec_calificacion_34_1m12",-0.4217
"5217","frec_mora_0_1m12","saldo_cal234_max1m6",-0.2852
"5218","frec_mora_0_1m12","por_cal0_1m",0.7971
"5219","frec_mora_0_1m12","por_mora_0_1m",0.8038
"5220","frec_mora_0_1m12","frec_calificacion_4_1m12",-0.4195
"5221","frec_mora_0_1m12","por_cal234_max1m6",-0.7752
"5222","frec_mora_0_1m12","saldo_cal1234_max1m3",-0.1816
"5223","frec_mora_0_1m12","saldo_cal234_max1m12",-0.2428
"5224","frec_mora_0_1m12","por_mora_0_min1m12",0.7498
"5225","frec_mora_0_1m12","por_cal1234_max1m3",-0.749
"5226","frec_mora_0_1m12","por_cal234_max1m12",-0.7786
"5227","frec_mora_0_1m12","por_cal1234_1m",-0.7638
"5228","frec_mora_0_1m12","calificacion_1m",-0.7665
"5229","frec_mora_0_1m12","frec_mora30_1m12",-0.4303
"5230","frec_mora_0_1m12","calificacion_max1m6",-0.6766
"5231","frec_mora_0_1m12","saldo_cal1234_1m",-0.2876
"5232","frec_mora_0_1m12","can_emp_1m",0.3351
"5233","frec_mora_0_1m12","edad",0.0847
"5234","frec_mora_0_1m12","frec_mora0_1m12",-0.3841
"5235","frec_mora_0_1m12","por_cal0_min1m12",0.7442
"5236","frec_mora_0_1m12","frec_calificacion_234_1m12",-0.4204
"5237","frec_mora_0_1m12","mora_max1m3",-0.5847
"5238","frec_mora_0_1m12","por_mora0_max1m3",-0.7937
"5239","frec_mora_0_1m12","saldo_mora0_max1m3",-0.1404
"5240","frec_mora_0_1m12","mora_1m",-0.5872
"5241","frec_mora_0_1m12","por_mora0_1m",-0.8038
"5242","frec_mora_0_1m12","saldo_mora0_1m",-0.185
"5243","frec_mora_0_1m12","frec_calificacion_1234_1m12",-0.4032
"5244","frec_mora_0_1m12","disp_efectivo_max1m6",0.2091
"5245","frec_mora_0_1m12","por_uso_efectivo_max1m6",0.2236
"5246","frec_mora_0_1m12","linea_usada_max1m6",0.3243
"5247","frec_mora_0_1m12","calificacion_max1m12",-0.6686
"5248","frec_mora_0_1m12","linea_total_max1m6",0.3639
"5249","frec_mora_0_1m12","saldo_cal1234_max1m6",-0.1413
"5250","frec_mora_0_1m12","por_uso_linea_max1m6",0.2247
"5251","frec_mora_0_1m12","cv_saldo_1m12",0.1011
"5252","frec_mora_0_1m12","por_cal1234_max1m6",-0.7322
"5253","frec_mora_0_1m12","disp_efectivo_max1m12",0.2496
"5254","frec_mora_0_1m12","por_uso_efectivo_max1m12",0.2256
"5255","frec_calificacion_34_1m12","saldo_cal234_max1m6",0.2338
"5256","frec_calificacion_34_1m12","por_cal0_1m",-0.829
"5257","frec_calificacion_34_1m12","por_mora_0_1m",-0.8451
"5258","frec_calificacion_34_1m12","frec_calificacion_4_1m12",0.9862
"5259","frec_calificacion_34_1m12","por_cal234_max1m6",0.8896
"5260","frec_calificacion_34_1m12","saldo_cal1234_max1m3",0.1014
"5261","frec_calificacion_34_1m12","saldo_cal234_max1m12",0.1915
"5262","frec_calificacion_34_1m12","por_mora_0_min1m12",-0.6874
"5263","frec_calificacion_34_1m12","por_cal1234_max1m3",0.8371
"5264","frec_calificacion_34_1m12","por_cal234_max1m12",0.8207
"5265","frec_calificacion_34_1m12","por_cal1234_1m",0.8664
"5266","frec_calificacion_34_1m12","calificacion_1m",0.7696
"5267","frec_calificacion_34_1m12","frec_mora30_1m12",0.964
"5268","frec_calificacion_34_1m12","calificacion_max1m6",-0.1468
"5269","frec_calificacion_34_1m12","saldo_cal1234_1m",0.2545
"5270","frec_calificacion_34_1m12","can_emp_1m",-0.2836
"5271","frec_calificacion_34_1m12","edad",0.0133
"5272","frec_calificacion_34_1m12","frec_mora0_1m12",0.9288
"5273","frec_calificacion_34_1m12","por_cal0_min1m12",-0.6543
"5274","frec_calificacion_34_1m12","frec_calificacion_234_1m12",0.9952
"5275","frec_calificacion_34_1m12","mora_max1m3",0.6746
"5276","frec_calificacion_34_1m12","por_mora0_max1m3",0.8086
"5277","frec_calificacion_34_1m12","saldo_mora0_max1m3",0.0447
"5278","frec_calificacion_34_1m12","mora_1m",0.6757
"5279","frec_calificacion_34_1m12","por_mora0_1m",0.8451
"5280","frec_calificacion_34_1m12","saldo_mora0_1m",0.1238
"5281","frec_calificacion_34_1m12","frec_calificacion_1234_1m12",0.9772
"5282","frec_calificacion_34_1m12","disp_efectivo_max1m6",-0.1508
"5283","frec_calificacion_34_1m12","por_uso_efectivo_max1m6",-0.1538
"5284","frec_calificacion_34_1m12","linea_usada_max1m6",-0.2335
"5285","frec_calificacion_34_1m12","calificacion_max1m12",-0.1275
"5286","frec_calificacion_34_1m12","linea_total_max1m6",-0.2434
"5287","frec_calificacion_34_1m12","saldo_cal1234_max1m6",0.0423
"5288","frec_calificacion_34_1m12","por_uso_linea_max1m6",-0.1987
"5289","frec_calificacion_34_1m12","cv_saldo_1m12",-0.5468
"5290","frec_calificacion_34_1m12","por_cal1234_max1m6",0.8056
"5291","frec_calificacion_34_1m12","disp_efectivo_max1m12",-0.1881
"5292","frec_calificacion_34_1m12","por_uso_efectivo_max1m12",-0.1768
"5293","saldo_cal234_max1m6","por_cal0_1m",-0.2694
"5294","saldo_cal234_max1m6","por_mora_0_1m",-0.2574
"5295","saldo_cal234_max1m6","frec_calificacion_4_1m12",0.2034
"5296","saldo_cal234_max1m6","por_cal234_max1m6",0.3483
"5297","saldo_cal234_max1m6","saldo_cal1234_max1m3",0.5656
"5298","saldo_cal234_max1m6","saldo_cal234_max1m12",0.8523
"5299","saldo_cal234_max1m6","por_mora_0_min1m12",-0.2763
"5300","saldo_cal234_max1m6","por_cal1234_max1m3",0.2925
"5301","saldo_cal234_max1m6","por_cal234_max1m12",0.3455
"5302","saldo_cal234_max1m6","por_cal1234_1m",0.2713
"5303","saldo_cal234_max1m6","calificacion_1m",0.2501
"5304","saldo_cal234_max1m6","frec_mora30_1m12",0.3098
"5305","saldo_cal234_max1m6","calificacion_max1m6",0.3157
"5306","saldo_cal234_max1m6","saldo_cal1234_1m",0.3873
"5307","saldo_cal234_max1m6","can_emp_1m",0.1103
"5308","saldo_cal234_max1m6","edad",0.0085
"5309","saldo_cal234_max1m6","frec_mora0_1m12",0.3265
"5310","saldo_cal234_max1m6","por_cal0_min1m12",-0.2902
"5311","saldo_cal234_max1m6","frec_calificacion_234_1m12",0.2681
"5312","saldo_cal234_max1m6","mora_max1m3",0.1483
"5313","saldo_cal234_max1m6","por_mora0_max1m3",0.2744
"5314","saldo_cal234_max1m6","saldo_mora0_max1m3",0.503
"5315","saldo_cal234_max1m6","mora_1m",0.1427
"5316","saldo_cal234_max1m6","por_mora0_1m",0.2574
"5317","saldo_cal234_max1m6","saldo_mora0_1m",0.3578
"5318","saldo_cal234_max1m6","frec_calificacion_1234_1m12",0.2889
"5319","saldo_cal234_max1m6","disp_efectivo_max1m6",-0.0188
"5320","saldo_cal234_max1m6","por_uso_efectivo_max1m6",-0.0267
"5321","saldo_cal234_max1m6","linea_usada_max1m6",-0.0201
"5322","saldo_cal234_max1m6","calificacion_max1m12",0.3182
"5323","saldo_cal234_max1m6","linea_total_max1m6",-0.0628
"5324","saldo_cal234_max1m6","saldo_cal1234_max1m6",0.6652
"5325","saldo_cal234_max1m6","por_uso_linea_max1m6",0.0288
"5326","saldo_cal234_max1m6","cv_saldo_1m12",-0.1666
"5327","saldo_cal234_max1m6","por_cal1234_max1m6",0.3182
"5328","saldo_cal234_max1m6","disp_efectivo_max1m12",-0.0311
"5329","saldo_cal234_max1m6","por_uso_efectivo_max1m12",-0.0296
"5330","por_cal0_1m","por_mora_0_1m",0.9546
"5331","por_cal0_1m","frec_calificacion_4_1m12",-0.7947
"5332","por_cal0_1m","por_cal234_max1m6",-0.8796
"5333","por_cal0_1m","saldo_cal1234_max1m3",-0.2152
"5334","por_cal0_1m","saldo_cal234_max1m12",-0.2214
"5335","por_cal0_1m","por_mora_0_min1m12",0.8225
"5336","por_cal0_1m","por_cal1234_max1m3",-0.9103
"5337","por_cal0_1m","por_cal234_max1m12",-0.8562
"5338","por_cal0_1m","por_cal1234_1m",-0.9443
"5339","por_cal0_1m","calificacion_1m",-0.9149
"5340","por_cal0_1m","frec_mora30_1m12",-0.824
"5341","por_cal0_1m","calificacion_max1m6",-0.9014
"5342","por_cal0_1m","saldo_cal1234_1m",-0.379
"5343","por_cal0_1m","can_emp_1m",0.3142
"5344","por_cal0_1m","edad",0.0778
"5345","por_cal0_1m","frec_mora0_1m12",-0.8264
"5346","por_cal0_1m","por_cal0_min1m12",0.8289
"5347","por_cal0_1m","frec_calificacion_234_1m12",-0.849
"5348","por_cal0_1m","mora_max1m3",-0.5674
"5349","por_cal0_1m","por_mora0_max1m3",-0.9204
"5350","por_cal0_1m","saldo_mora0_max1m3",-0.1316
"5351","por_cal0_1m","mora_1m",-0.5707
"5352","por_cal0_1m","por_mora0_1m",-0.9546
"5353","por_cal0_1m","saldo_mora0_1m",-0.1939
"5354","por_cal0_1m","frec_calificacion_1234_1m12",-0.8742
"5355","por_cal0_1m","disp_efectivo_max1m6",0.2031
"5356","por_cal0_1m","por_uso_efectivo_max1m6",0.1595
"5357","por_cal0_1m","linea_usada_max1m6",0.2898
"5358","por_cal0_1m","calificacion_max1m12",-0.8826
"5359","por_cal0_1m","linea_total_max1m6",0.308
"5360","por_cal0_1m","saldo_cal1234_max1m6",-0.1473
"5361","por_cal0_1m","por_uso_linea_max1m6",0.2085
"5362","por_cal0_1m","cv_saldo_1m12",0.5079
"5363","por_cal0_1m","por_cal1234_max1m6",-0.874
"5364","por_cal0_1m","disp_efectivo_max1m12",0.2288
"5365","por_cal0_1m","por_uso_efectivo_max1m12",0.1585
"5366","por_mora_0_1m","frec_calificacion_4_1m12",-0.8169
"5367","por_mora_0_1m","por_cal234_max1m6",-0.893
"5368","por_mora_0_1m","saldo_cal1234_max1m3",-0.1861
"5369","por_mora_0_1m","saldo_cal234_max1m12",-0.2096
"5370","por_mora_0_1m","por_mora_0_min1m12",0.8541
"5371","por_mora_0_1m","por_cal1234_max1m3",-0.9274
"5372","por_mora_0_1m","por_cal234_max1m12",-0.8659
"5373","por_mora_0_1m","por_cal1234_1m",-0.9546
"5374","por_mora_0_1m","calificacion_1m",-0.928
"5375","por_mora_0_1m","frec_mora30_1m12",-0.8461
"5376","por_mora_0_1m","calificacion_max1m6",-0.9162
"5377","por_mora_0_1m","saldo_cal1234_1m",-0.3327
"5378","por_mora_0_1m","can_emp_1m",0.3191
"5379","por_mora_0_1m","edad",0.0823
"5380","por_mora_0_1m","frec_mora0_1m12",-0.8761
"5381","por_mora_0_1m","por_cal0_min1m12",0.8075
"5382","por_mora_0_1m","frec_calificacion_234_1m12",-0.8645
"5383","por_mora_0_1m","mora_max1m3",-0.567
"5384","por_mora_0_1m","por_mora0_max1m3",-0.9615
"5385","por_mora_0_1m","saldo_mora0_max1m3",-0.1975
"5386","por_mora_0_1m","mora_1m",-0.5672
"5387","por_mora_0_1m","por_mora0_1m",-1
"5388","por_mora_0_1m","saldo_mora0_1m",-0.2769
"5389","por_mora_0_1m","frec_calificacion_1234_1m12",-0.8949
"5390","por_mora_0_1m","disp_efectivo_max1m6",0.2045
"5391","por_mora_0_1m","por_uso_efectivo_max1m6",0.1411
"5392","por_mora_0_1m","linea_usada_max1m6",0.2761
"5393","por_mora_0_1m","calificacion_max1m12",-0.8936
"5394","por_mora_0_1m","linea_total_max1m6",0.3058
"5395","por_mora_0_1m","saldo_cal1234_max1m6",-0.1362
"5396","por_mora_0_1m","por_uso_linea_max1m6",0.095
"5397","por_mora_0_1m","cv_saldo_1m12",0.5403
"5398","por_mora_0_1m","por_cal1234_max1m6",-0.8991
"5399","por_mora_0_1m","disp_efectivo_max1m12",0.238
"5400","por_mora_0_1m","por_uso_efectivo_max1m12",0.1411
"5401","frec_calificacion_4_1m12","por_cal234_max1m6",0.8393
"5402","frec_calificacion_4_1m12","saldo_cal1234_max1m3",0.0891
"5403","frec_calificacion_4_1m12","saldo_cal234_max1m12",0.1571
"5404","frec_calificacion_4_1m12","por_mora_0_min1m12",-0.6539
"5405","frec_calificacion_4_1m12","por_cal1234_max1m3",0.7944
"5406","frec_calificacion_4_1m12","por_cal234_max1m12",0.773
"5407","frec_calificacion_4_1m12","por_cal1234_1m",0.8329
"5408","frec_calificacion_4_1m12","calificacion_1m",0.7408
"5409","frec_calificacion_4_1m12","frec_mora30_1m12",0.9458
"5410","frec_calificacion_4_1m12","calificacion_max1m6",-0.1379
"5411","frec_calificacion_4_1m12","saldo_cal1234_1m",0.2411
"5412","frec_calificacion_4_1m12","can_emp_1m",-0.2794
"5413","frec_calificacion_4_1m12","edad",0.0195
"5414","frec_calificacion_4_1m12","frec_mora0_1m12",0.9038
"5415","frec_calificacion_4_1m12","por_cal0_min1m12",-0.6162
"5416","frec_calificacion_4_1m12","frec_calificacion_234_1m12",0.9741
"5417","frec_calificacion_4_1m12","mora_max1m3",0.6981
"5418","frec_calificacion_4_1m12","por_mora0_max1m3",0.7736
"5419","frec_calificacion_4_1m12","saldo_mora0_max1m3",0.0415
"5420","frec_calificacion_4_1m12","mora_1m",0.6989
"5421","frec_calificacion_4_1m12","por_mora0_1m",0.8169
"5422","frec_calificacion_4_1m12","saldo_mora0_1m",0.1212
"5423","frec_calificacion_4_1m12","frec_calificacion_1234_1m12",0.952
"5424","frec_calificacion_4_1m12","disp_efectivo_max1m6",-0.1247
"5425","frec_calificacion_4_1m12","por_uso_efectivo_max1m6",-0.1418
"5426","frec_calificacion_4_1m12","linea_usada_max1m6",-0.2091
"5427","frec_calificacion_4_1m12","calificacion_max1m12",-0.1185
"5428","frec_calificacion_4_1m12","linea_total_max1m6",-0.2121
"5429","frec_calificacion_4_1m12","saldo_cal1234_max1m6",0.0284
"5430","frec_calificacion_4_1m12","por_uso_linea_max1m6",-0.2523
"5431","frec_calificacion_4_1m12","cv_saldo_1m12",-0.5367
"5432","frec_calificacion_4_1m12","por_cal1234_max1m6",0.7593
"5433","frec_calificacion_4_1m12","disp_efectivo_max1m12",-0.1709
"5434","frec_calificacion_4_1m12","por_uso_efectivo_max1m12",-0.1792
"5435","por_cal234_max1m6","saldo_cal1234_max1m3",0.1577
"5436","por_cal234_max1m6","saldo_cal234_max1m12",0.2825
"5437","por_cal234_max1m6","por_mora_0_min1m12",-0.8034
"5438","por_cal234_max1m6","por_cal1234_max1m3",0.9066
"5439","por_cal234_max1m6","por_cal234_max1m12",0.9584
"5440","por_cal234_max1m6","por_cal1234_1m",0.9217
"5441","por_cal234_max1m6","calificacion_1m",0.7711
"5442","por_cal234_max1m6","frec_mora30_1m12",0.8949
"5443","por_cal234_max1m6","calificacion_max1m6",0.798
"5444","por_cal234_max1m6","saldo_cal1234_1m",0.2838
"5445","por_cal234_max1m6","can_emp_1m",-0.2844
"5446","por_cal234_max1m6","edad",-0.0716
"5447","por_cal234_max1m6","frec_mora0_1m12",0.8914
"5448","por_cal234_max1m6","por_cal0_min1m12",-0.7675
"5449","por_cal234_max1m6","frec_calificacion_234_1m12",0.9195
"5450","por_cal234_max1m6","mora_max1m3",0.5813
"5451","por_cal234_max1m6","por_mora0_max1m3",0.8719
"5452","por_cal234_max1m6","saldo_mora0_max1m3",0.0898
"5453","por_cal234_max1m6","mora_1m",0.5821
"5454","por_cal234_max1m6","por_mora0_1m",0.893
"5455","por_cal234_max1m6","saldo_mora0_1m",0.1482
"5456","por_cal234_max1m6","frec_calificacion_1234_1m12",0.9309
"5457","por_cal234_max1m6","disp_efectivo_max1m6",-0.1711
"5458","por_cal234_max1m6","por_uso_efectivo_max1m6",-0.11
"5459","por_cal234_max1m6","linea_usada_max1m6",-0.2362
"5460","por_cal234_max1m6","calificacion_max1m12",0.8039
"5461","por_cal234_max1m6","linea_total_max1m6",-0.2711
"5462","por_cal234_max1m6","saldo_cal1234_max1m6",0.1294
"5463","por_cal234_max1m6","por_uso_linea_max1m6",-0.0073
"5464","por_cal234_max1m6","cv_saldo_1m12",-0.5269
"5465","por_cal234_max1m6","por_cal1234_max1m6",0.9115
"5466","por_cal234_max1m6","disp_efectivo_max1m12",-0.1988
"5467","por_cal234_max1m6","por_uso_efectivo_max1m12",-0.1281
"5468","saldo_cal1234_max1m3","saldo_cal234_max1m12",0.4876
"5469","saldo_cal1234_max1m3","por_mora_0_min1m12",-0.2252
"5470","saldo_cal1234_max1m3","por_cal1234_max1m3",0.2762
"5471","saldo_cal1234_max1m3","por_cal234_max1m12",0.1595
"5472","saldo_cal1234_max1m3","por_cal1234_1m",0.2179
"5473","saldo_cal1234_max1m3","calificacion_1m",0.152
"5474","saldo_cal1234_max1m3","frec_mora30_1m12",0.1756
"5475","saldo_cal1234_max1m3","calificacion_max1m6",0.1772
"5476","saldo_cal1234_max1m3","saldo_cal1234_1m",0.6749
"5477","saldo_cal1234_max1m3","can_emp_1m",0.12
"5478","saldo_cal1234_max1m3","edad",0.0111
"5479","saldo_cal1234_max1m3","frec_mora0_1m12",0.2186
"5480","saldo_cal1234_max1m3","por_cal0_min1m12",-0.2422
"5481","saldo_cal1234_max1m3","frec_calificacion_234_1m12",0.1187
"5482","saldo_cal1234_max1m3","mora_max1m3",0.0762
"5483","saldo_cal1234_max1m3","por_mora0_max1m3",0.2324
"5484","saldo_cal1234_max1m3","saldo_mora0_max1m3",0.7523
"5485","saldo_cal1234_max1m3","mora_1m",0.0822
"5486","saldo_cal1234_max1m3","por_mora0_1m",0.1861
"5487","saldo_cal1234_max1m3","saldo_mora0_1m",0.4181
"5488","saldo_cal1234_max1m3","frec_calificacion_1234_1m12",0.1663
"5489","saldo_cal1234_max1m3","disp_efectivo_max1m6",-0.0242
"5490","saldo_cal1234_max1m3","por_uso_efectivo_max1m6",0.0092
"5491","saldo_cal1234_max1m3","linea_usada_max1m6",0.0068
"5492","saldo_cal1234_max1m3","calificacion_max1m12",0.178
"5493","saldo_cal1234_max1m3","linea_total_max1m6",-0.0512
"5494","saldo_cal1234_max1m3","saldo_cal1234_max1m6",0.8776
"5495","saldo_cal1234_max1m3","por_uso_linea_max1m6",0.059
"5496","saldo_cal1234_max1m3","cv_saldo_1m12",-0.1416
"5497","saldo_cal1234_max1m3","por_cal1234_max1m6",0.2656
"5498","saldo_cal1234_max1m3","disp_efectivo_max1m12",-0.0339
"5499","saldo_cal1234_max1m3","por_uso_efectivo_max1m12",0.0041
"5500","saldo_cal234_max1m12","por_mora_0_min1m12",-0.2528
"5501","saldo_cal234_max1m12","por_cal1234_max1m3",0.2306
